Municipality,Year,"A Agriculture, forestry and fishing Stock Of Enterprises (unit)",B Mining and quarrying Stock Of Enterprises (unit),C Manufacturing Stock Of Enterprises (unit),"D Electricity,  gas, steam and air conditioning supply Stock Of Enterprises (unit)","E Water supply: sewerage, waste management and remediation activities Stock Of Enterprises (unit)",F Construction Stock Of Enterprises (unit),G Wholesale and retail trade: repair of motor vehicles and motorcycles Stock Of Enterprises (unit),H Transportation and storage Stock Of Enterprises (unit),I Accommodation and food service activities Stock Of Enterprises (unit),J Information and communication Stock Of Enterprises (unit),K Financial and insurance activities Stock Of Enterprises (unit),L Real estate activities Stock Of Enterprises (unit),"M Professional, scientific and technical activities Stock of Enterprises (unit)",N Administrative and support service activities Stock Of Enterprises (unit),O Public administration and defence: compulsory social security Stock Of Enterprises (unit),P Education Stock Of Enterprises (unit),Q Human health and social work activities Stock Of Enterprises (unit),"R Arts, entertainment and recreation Stock Of Enterprises (unit)",S Other service activities Stock Of Enterprises (unit),T Activities of households as employers: undifferentiated goods- and services-producing activities of households for own use Stock Of Enterprises (unit),U Activities of extraterritorial organisations and bodies Stock Of Enterprises (unit),X Industry unknown Stock Of Enterprises (unit),Region
051,2012.0,24.0,4.0,42.0,1.0,3.0,100.0,49.0,29.0,10.0,8.0,3.0,9.0,32.0,16.0,1.0,7.0,5.0,6.0,29.0,,,,04
052,2005.0,54.0,3.0,33.0,1.0,1.0,41.0,39.0,19.0,10.0,2.0,1.0,8.0,10.0,12.0,,,4.0,,13.0,,,,14
052,2006.0,55.0,3.0,30.0,1.0,1.0,43.0,39.0,19.0,9.0,2.0,1.0,11.0,10.0,11.0,,,3.0,,15.0,,,,14
052,2007.0,57.0,2.0,32.0,1.0,2.0,44.0,37.0,19.0,7.0,2.0,1.0,11.0,11.0,8.0,,,3.0,,16.0,,,,14
052,2008.0,64.0,2.0,34.0,1.0,3.0,46.0,39.0,21.0,8.0,1.0,1.0,8.0,10.0,9.0,,,4.0,,15.0,,,,14
052,2009.0,68.0,3.0,33.0,1.0,3.0,48.0,41.0,21.0,8.0,1.0,1.0,8.0,10.0,9.0,,,4.0,,14.0,,,,14
052,2010.0,68.0,3.0,32.0,2.0,3.0,50.0,40.0,19.0,8.0,,2.0,8.0,9.0,7.0,,,3.0,,14.0,,,,14
052,2011.0,70.0,3.0,33.0,4.0,3.0,51.0,41.0,19.0,7.0,,2.0,10.0,13.0,6.0,,,3.0,,14.0,,,,14
052,2012.0,71.0,2.0,36.0,5.0,3.0,51.0,40.0,20.0,7.0,,2.0,12.0,13.0,6.0,,,3.0,,13.0,,,,14
060,2005.0,16.0,,19.0,,1.0,40.0,20.0,11.0,23.0,2.0,,5.0,19.0,8.0,,,1.0,2.0,9.0,,,,21
060,2006.0,16.0,,19.0,,1.0,42.0,20.0,11.0,21.0,2.0,1.0,5.0,18.0,8.0,,,1.0,2.0,9.0,,,,21
060,2007.0,14.0,,18.0,,2.0,50.0,16.0,11.0,16.0,2.0,1.0,5.0,20.0,9.0,,,1.0,2.0,11.0,,,,21
060,2008.0,14.0,,16.0,,2.0,51.0,17.0,13.0,19.0,2.0,2.0,5.0,20.0,9.0,,,2.0,2.0,11.0,,,,21
060,2009.0,13.0,,19.0,,2.0,52.0,18.0,12.0,19.0,3.0,2.0,6.0,19.0,11.0,,,1.0,2.0,11.0,,,,21
060,2010.0,15.0,,18.0,,2.0,54.0,21.0,12.0,18.0,4.0,2.0,6.0,19.0,11.0,,,1.0,2.0,9.0,,,,21
060,2011.0,17.0,,20.0,,1.0,54.0,23.0,13.0,19.0,5.0,1.0,5.0,17.0,10.0,,,1.0,3.0,10.0,,,,21
060,2012.0,19.0,,21.0,,1.0,57.0,26.0,14.0,18.0,5.0,1.0,4.0,17.0,8.0,,,1.0,4.0,10.0,,,,21
061,2005.0,23.0,2.0,109.0,2.0,13.0,163.0,244.0,72.0,54.0,26.0,8.0,80.0,102.0,36.0,,6.0,20.0,20.0,83.0,,,,05
061,2006.0,25.0,2.0,109.0,4.0,12.0,183.0,243.0,75.0,57.0,27.0,9.0,81.0,108.0,40.0,,4.0,25.0,21.0,81.0,,,,05
061,2007.0,24.0,2.0,114.0,3.0,13.0,196.0,254.0,75.0,61.0,29.0,8.0,80.0,118.0,43.0,,4.0,28.0,30.0,82.0,,,,05
061,2008.0,24.0,2.0,118.0,3.0,14.0,191.0,253.0,78.0,62.0,32.0,9.0,84.0,124.0,47.0,,5.0,24.0,29.0,81.0,,,,05
061,2009.0,25.0,2.0,114.0,2.0,11.0,188.0,248.0,71.0,61.0,30.0,10.0,83.0,125.0,48.0,,5.0,23.0,30.0,86.0,,,,05
061,2010.0,30.0,2.0,112.0,3.0,11.0,195.0,252.0,74.0,60.0,30.0,10.0,82.0,122.0,46.0,,8.0,23.0,33.0,86.0,,,,05
061,2011.0,35.0,2.0,110.0,4.0,10.0,192.0,255.0,71.0,64.0,28.0,9.0,87.0,127.0,47.0,,9.0,24.0,31.0,88.0,,,,05
061,2012.0,39.0,1.0,110.0,5.0,10.0,195.0,250.0,70.0,66.0,31.0,9.0,87.0,140.0,47.0,,9.0,25.0,30.0,104.0,,,,05
062,2005.0,7.0,,6.0,,,8.0,6.0,8.0,4.0,1.0,,1.0,2.0,1.0,,,2.0,1.0,2.0,,,,21
062,2006.0,6.0,,5.0,,,8.0,6.0,7.0,6.0,1.0,,1.0,2.0,1.0,,,2.0,1.0,2.0,,,,21
062,2007.0,6.0,,5.0,,,7.0,7.0,7.0,6.0,1.0,,1.0,2.0,2.0,,,1.0,1.0,2.0,,,,21
062,2008.0,6.0,,5.0,,,9.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,2.0,,,,21
062,2009.0,7.0,,5.0,,,10.0,7.0,4.0,7.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,2.0,,,,21
062,2010.0,7.0,,5.0,,,10.0,7.0,3.0,8.0,1.0,1.0,1.0,2.0,2.0,,,,1.0,2.0,,,,21
062,2011.0,7.0,,5.0,,,10.0,6.0,3.0,6.0,1.0,1.0,1.0,2.0,2.0,,,,1.0,2.0,,,,21
062,2012.0,7.0,,6.0,,,12.0,4.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,,,,1.0,2.0,,,,21
065,2005.0,3.0,,3.0,,,11.0,5.0,3.0,5.0,1.0,,,4.0,1.0,,,,,,,,,21
065,2006.0,3.0,,3.0,,1.0,10.0,5.0,3.0,4.0,1.0,,,4.0,1.0,,,,,,,,,21
065,2007.0,3.0,,3.0,,1.0,11.0,5.0,3.0,4.0,1.0,,,4.0,1.0,,,,,,,,,21
065,2008.0,3.0,,3.0,,,10.0,5.0,2.0,4.0,1.0,,,4.0,2.0,,,1.0,1.0,,,,,21
065,2009.0,3.0,,3.0,,,10.0,6.0,2.0,4.0,1.0,,,4.0,2.0,,,1.0,1.0,,,,,21
065,2010.0,3.0,,3.0,,,10.0,5.0,2.0,4.0,,,1.0,4.0,2.0,,,2.0,1.0,,,,,21
065,2011.0,3.0,,2.0,,,7.0,5.0,3.0,5.0,1.0,,1.0,4.0,2.0,,,1.0,1.0,,,,,21
065,2012.0,3.0,,2.0,,,6.0,5.0,3.0,5.0,2.0,,1.0,4.0,2.0,,1.0,2.0,,1.0,,,,21
069,2005.0,22.0,,29.0,1.0,3.0,60.0,105.0,49.0,9.0,,2.0,9.0,27.0,15.0,,5.0,14.0,,23.0,,,,17
069,2006.0,23.0,,28.0,1.0,4.0,60.0,106.0,48.0,10.0,1.0,4.0,10.0,28.0,17.0,,5.0,15.0,1.0,29.0,,,,17
069,2007.0,23.0,,28.0,1.0,4.0,64.0,102.0,47.0,10.0,1.0,3.0,10.0,30.0,17.0,,6.0,14.0,1.0,29.0,,,,17
069,2008.0,26.0,,30.0,1.0,4.0,66.0,96.0,49.0,11.0,2.0,3.0,11.0,32.0,19.0,,6.0,13.0,2.0,27.0,,,,17
069,2009.0,28.0,,31.0,1.0,5.0,62.0,91.0,46.0,10.0,1.0,3.0,12.0,29.0,16.0,,5.0,15.0,4.0,29.0,,,,17
069,2010.0,28.0,2.0,30.0,2.0,5.0,64.0,88.0,44.0,10.0,1.0,4.0,14.0,31.0,20.0,,5.0,15.0,3.0,28.0,,,,17
069,2011.0,26.0,2.0,31.0,2.0,5.0,68.0,87.0,48.0,10.0,1.0,4.0,15.0,31.0,20.0,,6.0,16.0,4.0,29.0,,,,17
069,2012.0,26.0,1.0,35.0,2.0,5.0,68.0,89.0,48.0,10.0,2.0,3.0,15.0,33.0,18.0,,8.0,15.0,4.0,27.0,,,,17
071,2005.0,27.0,7.0,34.0,1.0,3.0,57.0,67.0,35.0,15.0,1.0,2.0,15.0,17.0,8.0,,4.0,14.0,4.0,18.0,,,,17
071,2006.0,31.0,6.0,36.0,2.0,4.0,62.0,73.0,35.0,14.0,,2.0,16.0,20.0,8.0,,3.0,13.0,4.0,18.0,,,,17
071,2007.0,29.0,6.0,38.0,2.0,4.0,62.0,69.0,34.0,13.0,1.0,2.0,16.0,22.0,9.0,,3.0,14.0,5.0,21.0,,,,17
071,2008.0,32.0,6.0,40.0,2.0,3.0,63.0,67.0,35.0,12.0,1.0,2.0,15.0,22.0,8.0,,3.0,12.0,5.0,24.0,,,,17
071,2009.0,35.0,5.0,40.0,2.0,3.0,61.0,65.0,34.0,11.0,2.0,3.0,15.0,26.0,9.0,,3.0,12.0,6.0,24.0,,,,17
071,2010.0,32.0,6.0,40.0,3.0,3.0,66.0,61.0,34.0,11.0,2.0,1.0,14.0,27.0,11.0,,2.0,12.0,5.0,27.0,,,,17
071,2011.0,32.0,5.0,39.0,3.0,3.0,67.0,59.0,34.0,11.0,3.0,1.0,15.0,29.0,11.0,,3.0,15.0,7.0,30.0,,,,17
071,2012.0,32.0,6.0,38.0,3.0,4.0,70.0,62.0,35.0,10.0,3.0,1.0,16.0,29.0,12.0,,4.0,16.0,5.0,33.0,,,,17
072,2005.0,8.0,,4.0,,,14.0,8.0,1.0,6.0,,1.0,3.0,6.0,2.0,,,2.0,1.0,4.0,,,,17
072,2006.0,8.0,,4.0,,,13.0,8.0,1.0,8.0,,1.0,3.0,6.0,2.0,,,2.0,1.0,4.0,,,,17
072,2007.0,7.0,,6.0,,,14.0,8.0,1.0,8.0,,1.0,3.0,6.0,3.0,,,2.0,1.0,3.0,,,,17
072,2008.0,7.0,,6.0,,,13.0,8.0,1.0,5.0,,1.0,3.0,7.0,3.0,,,3.0,2.0,4.0,,,,17
072,2009.0,8.0,,5.0,,,13.0,7.0,1.0,5.0,,1.0,3.0,7.0,3.0,,,3.0,3.0,4.0,,,,17
072,2010.0,8.0,,5.0,,,13.0,7.0,2.0,6.0,,1.0,3.0,5.0,4.0,,,3.0,3.0,4.0,,,,17
072,2011.0,8.0,,5.0,,,12.0,8.0,1.0,7.0,,1.0,3.0,6.0,6.0,,,2.0,3.0,4.0,,,,17
072,2012.0,9.0,,4.0,,,12.0,10.0,1.0,7.0,1.0,1.0,3.0,5.0,6.0,,,2.0,3.0,3.0,,,,17
074,2005.0,19.0,3.0,14.0,1.0,1.0,10.0,11.0,11.0,3.0,,1.0,,9.0,4.0,,,,1.0,2.0,,,,16
074,2006.0,19.0,3.0,17.0,1.0,1.0,11.0,11.0,11.0,3.0,,1.0,,10.0,4.0,,,,1.0,2.0,,,,16
074,2007.0,20.0,4.0,17.0,1.0,1.0,12.0,10.0,11.0,4.0,,1.0,,8.0,4.0,,,,1.0,2.0,,,,16
074,2008.0,20.0,4.0,18.0,1.0,1.0,12.0,10.0,11.0,3.0,,1.0,,9.0,3.0,,,,1.0,2.0,,,,16
074,2009.0,18.0,6.0,16.0,1.0,1.0,13.0,8.0,11.0,4.0,,1.0,,9.0,4.0,,,,1.0,3.0,,,,16
074,2010.0,18.0,6.0,15.0,1.0,1.0,12.0,7.0,11.0,3.0,,1.0,,10.0,6.0,,,,1.0,2.0,,,,16
074,2011.0,23.0,6.0,15.0,1.0,1.0,19.0,8.0,11.0,4.0,,1.0,4.0,10.0,6.0,,,2.0,1.0,4.0,,,,16
074,2012.0,23.0,7.0,15.0,2.0,2.0,20.0,8.0,11.0,3.0,,1.0,4.0,10.0,6.0,,,2.0,1.0,4.0,,,,16
075,2005.0,40.0,2.0,90.0,5.0,7.0,159.0,186.0,134.0,56.0,14.0,6.0,71.0,81.0,41.0,,9.0,13.0,12.0,62.0,,,,08
075,2006.0,41.0,1.0,87.0,5.0,7.0,164.0,190.0,142.0,61.0,13.0,6.0,72.0,86.0,42.0,,7.0,15.0,11.0,61.0,,,,08
075,2007.0,42.0,2.0,88.0,5.0,7.0,174.0,184.0,147.0,54.0,18.0,8.0,74.0,89.0,37.0,,9.0,17.0,13.0,63.0,,,,08
075,2008.0,47.0,2.0,92.0,5.0,7.0,184.0,191.0,151.0,63.0,16.0,7.0,78.0,100.0,43.0,,9.0,18.0,17.0,63.0,,,,08
075,2009.0,54.0,2.0,91.0,5.0,9.0,187.0,188.0,156.0,61.0,16.0,7.0,77.0,99.0,43.0,,10.0,17.0,16.0,66.0,,,,08
075,2010.0,51.0,2.0,93.0,5.0,8.0,186.0,191.0,165.0,65.0,17.0,8.0,76.0,98.0,45.0,,15.0,18.0,16.0,69.0,,,,08
075,2011.0,56.0,1.0,93.0,6.0,10.0,188.0,207.0,171.0,66.0,18.0,6.0,77.0,102.0,43.0,,14.0,21.0,17.0,72.0,,,,08
075,2012.0,59.0,1.0,90.0,6.0,10.0,192.0,206.0,163.0,59.0,17.0,6.0,79.0,107.0,46.0,,12.0,21.0,16.0,69.0,,,,08
076,2005.0,9.0,1.0,7.0,1.0,,31.0,11.0,17.0,11.0,,1.0,4.0,9.0,11.0,,1.0,1.0,1.0,5.0,,,,21
076,2006.0,9.0,1.0,6.0,1.0,,34.0,13.0,18.0,10.0,,,4.0,8.0,11.0,,1.0,1.0,,4.0,,,,21
076,2007.0,10.0,1.0,6.0,1.0,,33.0,12.0,18.0,12.0,,,3.0,8.0,13.0,,1.0,,,4.0,,,,21
076,2008.0,10.0,1.0,6.0,1.0,,31.0,10.0,17.0,10.0,,,3.0,8.0,13.0,,1.0,1.0,,6.0,,,,21
076,2009.0,11.0,1.0,7.0,1.0,,30.0,11.0,17.0,9.0,,1.0,4.0,8.0,11.0,,1.0,1.0,1.0,7.0,,,,21
076,2010.0,11.0,1.0,7.0,1.0,,28.0,8.0,15.0,8.0,,1.0,4.0,10.0,10.0,,1.0,1.0,1.0,7.0,,,,21
076,2011.0,13.0,1.0,7.0,1.0,,26.0,8.0,14.0,9.0,,1.0,5.0,12.0,8.0,,1.0,1.0,2.0,7.0,,,,21
076,2012.0,17.0,1.0,7.0,1.0,,25.0,9.0,14.0,9.0,1.0,1.0,4.0,11.0,8.0,,2.0,1.0,2.0,7.0,,,,21
077,2005.0,31.0,6.0,35.0,2.0,9.0,43.0,49.0,35.0,12.0,5.0,1.0,14.0,17.0,13.0,,1.0,3.0,4.0,16.0,,,,13
077,2006.0,31.0,6.0,34.0,2.0,9.0,48.0,49.0,38.0,11.0,4.0,2.0,14.0,21.0,13.0,,1.0,3.0,8.0,17.0,,,,13
077,2007.0,29.0,5.0,34.0,2.0,9.0,57.0,49.0,35.0,11.0,4.0,3.0,14.0,22.0,12.0,,1.0,6.0,8.0,19.0,,,,13
077,2008.0,26.0,4.0,34.0,2.0,9.0,59.0,48.0,33.0,9.0,6.0,2.0,13.0,21.0,15.0,,1.0,6.0,9.0,20.0,,,,13
077,2009.0,26.0,4.0,34.0,2.0,9.0,58.0,48.0,28.0,11.0,6.0,2.0,13.0,20.0,15.0,,1.0,7.0,7.0,20.0,1.0,,,13
077,2010.0,25.0,3.0,35.0,2.0,11.0,59.0,48.0,29.0,8.0,6.0,2.0,13.0,21.0,17.0,,1.0,7.0,7.0,21.0,1.0,,,13
077,2011.0,27.0,3.0,33.0,2.0,11.0,65.0,50.0,28.0,6.0,5.0,2.0,13.0,22.0,16.0,,1.0,6.0,7.0,22.0,1.0,,,13
077,2012.0,27.0,3.0,32.0,2.0,11.0,67.0,52.0,27.0,8.0,6.0,1.0,13.0,24.0,17.0,,,7.0,7.0,20.0,1.0,,,13
078,2005.0,1.0,,54.0,2.0,3.0,76.0,123.0,44.0,46.0,11.0,2.0,25.0,44.0,32.0,,2.0,3.0,11.0,33.0,,,,01
078,2006.0,1.0,,55.0,2.0,3.0,72.0,123.0,46.0,46.0,14.0,2.0,25.0,49.0,32.0,,2.0,4.0,11.0,36.0,,,,01
078,2007.0,2.0,,55.0,2.0,3.0,77.0,123.0,49.0,48.0,12.0,2.0,24.0,50.0,33.0,,2.0,4.0,13.0,36.0,,,,01
078,2008.0,2.0,,56.0,2.0,3.0,84.0,128.0,48.0,46.0,13.0,3.0,25.0,52.0,37.0,,2.0,5.0,13.0,39.0,,,,01
078,2009.0,2.0,,56.0,2.0,4.0,79.0,127.0,50.0,43.0,12.0,4.0,25.0,46.0,38.0,,3.0,9.0,11.0,44.0,,,,01
078,2010.0,4.0,,56.0,2.0,3.0,78.0,115.0,50.0,44.0,12.0,4.0,30.0,47.0,36.0,,3.0,10.0,13.0,44.0,,,,01
078,2011.0,5.0,,57.0,2.0,3.0,81.0,114.0,51.0,43.0,13.0,5.0,28.0,49.0,40.0,,4.0,9.0,13.0,44.0,,,,01
078,2012.0,3.0,,53.0,2.0,3.0,77.0,103.0,51.0,41.0,13.0,6.0,27.0,53.0,40.0,,5.0,9.0,14.0,49.0,,,,01
079,2005.0,10.0,1.0,45.0,2.0,1.0,64.0,77.0,41.0,15.0,2.0,4.0,22.0,25.0,14.0,,1.0,13.0,7.0,26.0,,,,04
079,2006.0,12.0,1.0,44.0,2.0,2.0,69.0,78.0,40.0,16.0,3.0,4.0,22.0,26.0,14.0,,1.0,15.0,8.0,30.0,,,,04
079,2007.0,13.0,1.0,45.0,2.0,2.0,71.0,89.0,40.0,16.0,3.0,3.0,20.0,22.0,15.0,,1.0,14.0,9.0,32.0,,,,04
079,2008.0,15.0,1.0,49.0,2.0,2.0,71.0,88.0,40.0,17.0,3.0,3.0,20.0,24.0,17.0,,2.0,15.0,9.0,34.0,,,,04
079,2009.0,15.0,1.0,48.0,2.0,2.0,64.0,89.0,38.0,19.0,3.0,3.0,20.0,23.0,19.0,,2.0,17.0,11.0,38.0,,,,04
079,2010.0,15.0,1.0,47.0,2.0,1.0,67.0,83.0,40.0,18.0,5.0,3.0,18.0,23.0,20.0,,2.0,19.0,11.0,37.0,,,,04
079,2011.0,18.0,1.0,50.0,2.0,1.0,69.0,78.0,41.0,18.0,5.0,3.0,18.0,24.0,20.0,,3.0,21.0,11.0,34.0,,,,04
079,2012.0,18.0,1.0,45.0,2.0,1.0,69.0,79.0,40.0,16.0,5.0,1.0,20.0,26.0,19.0,,3.0,16.0,12.0,37.0,,,,04
081,2005.0,29.0,1.0,38.0,1.0,,53.0,36.0,27.0,13.0,2.0,3.0,15.0,21.0,10.0,,2.0,5.0,7.0,11.0,,,,07
081,2006.0,32.0,1.0,38.0,1.0,1.0,52.0,34.0,28.0,15.0,2.0,3.0,15.0,24.0,12.0,,1.0,5.0,6.0,10.0,,,,07
081,2007.0,30.0,1.0,34.0,1.0,3.0,51.0,34.0,29.0,15.0,2.0,3.0,15.0,25.0,13.0,,1.0,5.0,6.0,10.0,,,,07
081,2008.0,27.0,1.0,31.0,1.0,4.0,52.0,36.0,31.0,15.0,1.0,3.0,16.0,25.0,16.0,,1.0,7.0,5.0,10.0,,,,07
081,2009.0,29.0,1.0,30.0,1.0,5.0,52.0,36.0,31.0,15.0,1.0,3.0,14.0,20.0,15.0,,1.0,8.0,6.0,9.0,,,,07
081,2010.0,30.0,1.0,31.0,1.0,5.0,55.0,37.0,29.0,16.0,3.0,3.0,15.0,23.0,13.0,,1.0,9.0,6.0,10.0,,,,07
081,2011.0,29.0,1.0,29.0,2.0,5.0,52.0,37.0,28.0,16.0,3.0,4.0,15.0,25.0,15.0,,1.0,9.0,6.0,10.0,,,,07
081,2012.0,31.0,1.0,29.0,2.0,5.0,50.0,38.0,27.0,15.0,4.0,4.0,14.0,25.0,16.0,,2.0,8.0,5.0,12.0,,,,07
082,2005.0,22.0,1.0,59.0,1.0,,82.0,94.0,32.0,16.0,11.0,1.0,23.0,48.0,20.0,,1.0,10.0,8.0,29.0,,,,05
082,2006.0,21.0,1.0,59.0,1.0,,87.0,92.0,34.0,17.0,10.0,1.0,28.0,50.0,21.0,,1.0,10.0,8.0,28.0,,,,05
082,2007.0,22.0,1.0,63.0,1.0,,95.0,91.0,35.0,19.0,11.0,1.0,27.0,55.0,21.0,,2.0,9.0,9.0,27.0,,,,05
082,2008.0,20.0,1.0,66.0,1.0,,104.0,99.0,33.0,17.0,10.0,1.0,29.0,59.0,22.0,,3.0,10.0,8.0,26.0,,,,05
082,2009.0,22.0,1.0,64.0,1.0,1.0,111.0,108.0,32.0,17.0,10.0,2.0,32.0,63.0,24.0,,3.0,10.0,7.0,27.0,,,,05
082,2010.0,22.0,1.0,59.0,1.0,1.0,109.0,113.0,35.0,17.0,11.0,2.0,32.0,67.0,23.0,,6.0,13.0,8.0,27.0,,,,05
082,2011.0,23.0,1.0,62.0,1.0,1.0,114.0,112.0,41.0,17.0,11.0,2.0,32.0,77.0,27.0,,10.0,15.0,12.0,30.0,,,,05
082,2012.0,21.0,1.0,66.0,1.0,1.0,120.0,110.0,39.0,16.0,12.0,2.0,33.0,80.0,29.0,,7.0,16.0,12.0,31.0,,,,05
086,2005.0,28.0,4.0,51.0,1.0,3.0,118.0,85.0,44.0,18.0,12.0,2.0,12.0,43.0,18.0,,7.0,12.0,8.0,21.0,,,,05
086,2006.0,31.0,3.0,50.0,1.0,6.0,127.0,84.0,45.0,18.0,10.0,2.0,13.0,43.0,19.0,,6.0,13.0,8.0,21.0,,,,05
086,2007.0,35.0,3.0,47.0,1.0,8.0,137.0,79.0,45.0,20.0,10.0,2.0,14.0,49.0,22.0,,7.0,12.0,11.0,21.0,,,,05
086,2008.0,39.0,3.0,49.0,1.0,8.0,140.0,77.0,45.0,21.0,11.0,2.0,16.0,51.0,26.0,,7.0,14.0,14.0,19.0,,,,05
086,2009.0,43.0,3.0,46.0,1.0,8.0,129.0,79.0,44.0,20.0,8.0,3.0,18.0,59.0,29.0,,6.0,14.0,11.0,20.0,,,,05
086,2010.0,47.0,3.0,49.0,1.0,10.0,127.0,82.0,47.0,19.0,10.0,4.0,21.0,59.0,34.0,,8.0,16.0,13.0,21.0,,,,05
086,2011.0,47.0,2.0,51.0,1.0,10.0,130.0,83.0,49.0,21.0,12.0,6.0,24.0,64.0,33.0,,9.0,14.0,13.0,26.0,,,,05
086,2012.0,44.0,2.0,51.0,1.0,10.0,125.0,85.0,54.0,19.0,13.0,5.0,23.0,63.0,34.0,,10.0,12.0,14.0,29.0,,,,05
111,2005.0,41.0,1.0,134.0,1.0,3.0,163.0,199.0,69.0,62.0,18.0,4.0,64.0,108.0,42.0,1.0,13.0,23.0,21.0,63.0,,,,07
111,2006.0,41.0,1.0,135.0,1.0,3.0,175.0,204.0,69.0,58.0,17.0,3.0,59.0,104.0,43.0,1.0,14.0,25.0,22.0,62.0,,,,07
111,2007.0,39.0,1.0,138.0,1.0,2.0,188.0,213.0,70.0,60.0,18.0,4.0,63.0,108.0,45.0,1.0,14.0,25.0,21.0,61.0,,,,07
111,2008.0,39.0,1.0,136.0,1.0,1.0,197.0,212.0,69.0,62.0,20.0,4.0,62.0,115.0,46.0,,15.0,27.0,20.0,64.0,,,,07
111,2009.0,38.0,2.0,135.0,2.0,1.0,195.0,204.0,68.0,54.0,20.0,6.0,62.0,116.0,46.0,,16.0,30.0,23.0,62.0,,,,07
111,2010.0,38.0,3.0,133.0,2.0,1.0,209.0,207.0,65.0,57.0,20.0,4.0,61.0,120.0,43.0,,15.0,31.0,22.0,67.0,,,,07
111,2011.0,38.0,3.0,131.0,2.0,1.0,202.0,220.0,67.0,57.0,23.0,5.0,63.0,120.0,50.0,,15.0,35.0,25.0,64.0,,,,07
111,2012.0,39.0,3.0,127.0,2.0,1.0,208.0,218.0,65.0,58.0,23.0,6.0,62.0,123.0,51.0,,15.0,35.0,24.0,61.0,,,,07
090,2005.0,25.0,2.0,26.0,1.0,2.0,32.0,38.0,39.0,12.0,4.0,3.0,14.0,17.0,12.0,,,4.0,2.0,14.0,,,,12
090,2006.0,25.0,2.0,22.0,1.0,2.0,29.0,35.0,39.0,12.0,2.0,3.0,14.0,16.0,14.0,,,4.0,3.0,13.0,,,,12
090,2007.0,26.0,2.0,20.0,1.0,2.0,36.0,32.0,37.0,11.0,3.0,2.0,11.0,16.0,14.0,,,4.0,4.0,13.0,,,,12
090,2008.0,25.0,3.0,19.0,1.0,2.0,36.0,33.0,38.0,10.0,3.0,2.0,11.0,17.0,14.0,,,6.0,6.0,13.0,,,,12
090,2009.0,27.0,3.0,17.0,1.0,2.0,42.0,33.0,34.0,9.0,5.0,2.0,11.0,18.0,11.0,,,6.0,6.0,14.0,,,,12
090,2010.0,27.0,4.0,19.0,1.0,2.0,44.0,34.0,35.0,11.0,5.0,2.0,10.0,18.0,11.0,,,7.0,6.0,15.0,,,,12
090,2011.0,30.0,4.0,19.0,1.0,2.0,48.0,34.0,33.0,13.0,6.0,2.0,10.0,17.0,11.0,,,8.0,6.0,15.0,,,,12
090,2012.0,32.0,4.0,20.0,1.0,1.0,46.0,33.0,31.0,15.0,7.0,2.0,11.0,15.0,14.0,,1.0,7.0,6.0,13.0,,,,12
091,2005.0,115.0,20.0,1816.0,50.0,42.0,3393.0,7662.0,1986.0,1646.0,3249.0,977.0,3766.0,8939.0,2189.0,7.0,601.0,797.0,905.0,2276.0,2.0,3.0,,01
091,2006.0,126.0,22.0,1815.0,50.0,41.0,3651.0,7795.0,2041.0,1727.0,3430.0,1011.0,3888.0,9520.0,2332.0,8.0,653.0,861.0,973.0,2421.0,4.0,3.0,,01
091,2007.0,121.0,24.0,1852.0,52.0,39.0,3882.0,7881.0,2125.0,1731.0,3612.0,1107.0,4170.0,10113.0,2498.0,8.0,673.0,920.0,1074.0,2561.0,4.0,3.0,,01
091,2008.0,124.0,29.0,1856.0,50.0,47.0,4124.0,8011.0,2194.0,1773.0,3845.0,1176.0,4215.0,10800.0,2671.0,9.0,717.0,993.0,1203.0,2685.0,3.0,4.0,,01
091,2009.0,129.0,29.0,1845.0,49.0,50.0,4096.0,7989.0,2243.0,1827.0,3948.0,1168.0,4106.0,11174.0,2717.0,10.0,770.0,1063.0,1285.0,2800.0,4.0,4.0,,01
091,2010.0,135.0,40.0,1847.0,53.0,56.0,4052.0,8032.0,2218.0,1891.0,4108.0,1187.0,4088.0,11658.0,2751.0,11.0,858.0,1100.0,1426.0,2922.0,4.0,6.0,,01
091,2011.0,150.0,44.0,1886.0,64.0,55.0,4116.0,8160.0,2244.0,1964.0,4360.0,1212.0,4206.0,12215.0,2889.0,11.0,935.0,1172.0,1608.0,3076.0,6.0,6.0,,01
091,2012.0,153.0,39.0,1907.0,80.0,56.0,4088.0,8159.0,2195.0,2046.0,4551.0,1247.0,4278.0,12628.0,2918.0,11.0,1018.0,1237.0,1766.0,3208.0,6.0,5.0,,01
097,2005.0,24.0,1.0,19.0,1.0,3.0,39.0,20.0,15.0,8.0,1.0,1.0,7.0,8.0,11.0,,,4.0,1.0,6.0,,,,10
097,2006.0,25.0,1.0,19.0,1.0,4.0,40.0,20.0,15.0,8.0,1.0,1.0,7.0,9.0,12.0,,,4.0,1.0,6.0,,,,10
097,2007.0,28.0,1.0,18.0,1.0,4.0,44.0,23.0,16.0,9.0,1.0,1.0,8.0,9.0,14.0,,,6.0,1.0,5.0,,,,10
